sample_id,source_mode,symbol,direction_guess,direction_confidence,window_start,window_end,anchor_timestamp,anchor_timeframe,anchor_date,month,session,candidate_source_type,entry_level_source,entry_level_confidence,entry_level_price,entry_level_is_heuristic,volatility_bucket,chart_path,html_path,execution_data_status,m1_candles_count,m5_candles_count,m15_candles_count,h1_candles_count,m1_count,m5_count,m15_count,h1_count,execution_window_start,execution_window_end,candidate_reason_codes,limitations,reviewer_should_skip_due_to_missing_ltf_data_manual,htf_liquidity_class_manual,ltf_liquidity_class_manual,multi_tf_alignment_manual,liquidity_taken_manual,liquidity_depth_quality_manual,shallow_liquidity_trap_manual,target_liquidity_available_manual,reaction_zone_present_manual,reaction_zone_type_manual,reaction_zone_age_quality_manual,fvg_valid_manual,ifvg_valid_manual,volume_crack_present_manual,volume_profile_clean_manual,number_theory_confluence_manual,adelin_v2_label_manual,would_trade_manual,no_trade_reason_manual,setup_quality_score_manual,reversal_or_continuation_manual,rare_ifvg_continuation_candidate_manual,expected_sl_pips_manual,sl_acceptable_manual,be_after_reaction_manual,early_close_candidate_manual,accumulation_after_entry_manual,m1_engulfing_against_manual,runner_target_manual,partial_management_manual,expected_target_area_manual,actual_reaction_quality_manual,actual_followthrough_quality_manual,reviewer_confidence_manual,reviewer_notes
sample_145,CANDIDATE_WINDOW_MODE,XAUUSD,UNKNOWN,UNKNOWN,2026-04-08T08:15:00+00:00,2026-04-08T12:45:00+00:00,2026-04-08T09:45:00+00:00,M15,2026-04-08,2026-04,LONDON,ROUND_LEVEL,ROUND_LEVEL,HIGH,4820.0,True,HIGH_VOLATILITY,charts/sample_145.svg,examples/sample_145.html,REVIEWABLE_M1_M5,271,55,19,4,271,55,19,4,2026-04-08T08:15:00+00:00,2026-04-08T12:45:00+00:00,NUMBER_THEORY_LEVEL_NEAR|ROUND_LEVEL_ENTRY_METADATA_AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_146,CANDIDATE_WINDOW_MODE,XAUUSD,LONG,HIGH,2026-04-08T12:15:00+00:00,2026-04-08T16:45:00+00:00,2026-04-08T13:45:00+00:00,M15,2026-04-08,2026-04,NEW_YORK_OPEN,SWEEP_EXTREME,SWEEP_EXTREME,LOW,4771.27,True,HIGH_VOLATILITY,charts/sample_146.svg,examples/sample_146.html,REVIEWABLE_M1_M5,271,55,19,4,271,55,19,4,2026-04-08T12:15:00+00:00,2026-04-08T16:45:00+00:00,NEW_YORK_OPEN_CONTEXT|PRE_ANCHOR_SWEEP_EXTREME_CANDIDATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_147,CANDIDATE_WINDOW_MODE,XAUUSD,UNKNOWN,UNKNOWN,2026-05-08T04:00:00+00:00,2026-05-08T08:30:00+00:00,2026-05-08T05:30:00+00:00,M15,2026-05-08,2026-05,LONDON,ROUND_LEVEL,ROUND_LEVEL,HIGH,4710.0,True,MID_VOLATILITY,charts/sample_147.svg,examples/sample_147.html,REVIEWABLE_M1_M5,271,55,19,5,271,55,19,5,2026-05-08T04:00:00+00:00,2026-05-08T08:30:00+00:00,NUMBER_THEORY_LEVEL_NEAR|ROUND_LEVEL_ENTRY_METADATA_AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_148,CANDIDATE_WINDOW_MODE,XAUUSD,SHORT,MEDIUM,2026-05-08T10:00:00+00:00,2026-05-08T14:30:00+00:00,2026-05-08T11:30:00+00:00,M15,2026-05-08,2026-05,NEW_YORK,SWEEP_EXTREME,SWEEP_EXTREME,LOW,4722.51,True,MID_VOLATILITY,charts/sample_148.svg,examples/sample_148.html,REVIEWABLE_M1_M5,271,55,19,5,271,55,19,5,2026-05-08T10:00:00+00:00,2026-05-08T14:30:00+00:00,LARGE_UPPER_WICK_REVERSAL_VISUAL_CANDIDATE|PRE_ANCHOR_SWEEP_EXTREME_CANDIDATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_149,CANDIDATE_WINDOW_MODE,XAUUSD,UNKNOWN,UNKNOWN,2026-02-10T11:30:00+00:00,2026-02-10T16:00:00+00:00,2026-02-10T13:00:00+00:00,M15,2026-02-10,2026-02,NEW_YORK,ROUND_LEVEL,ROUND_LEVEL,HIGH,5050.0,True,MID_VOLATILITY,charts/sample_149.svg,examples/sample_149.html,REVIEWABLE_M1_M5,271,55,19,5,271,55,19,5,2026-02-10T11:30:00+00:00,2026-02-10T16:00:00+00:00,NUMBER_THEORY_LEVEL_NEAR|ROUND_LEVEL_ENTRY_METADATA_AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_150,CANDIDATE_WINDOW_MODE,XAUUSD,LONG,HIGH,2026-02-10T15:30:00+00:00,2026-02-10T20:00:00+00:00,2026-02-10T17:00:00+00:00,M15,2026-02-10,2026-02,OTHER,SWEEP_EXTREME,SWEEP_EXTREME,LOW,5020.68,True,MID_VOLATILITY,charts/sample_150.svg,examples/sample_150.html,REVIEWABLE_M1_M5,271,55,19,5,271,55,19,5,2026-02-10T15:30:00+00:00,2026-02-10T20:00:00+00:00,LARGE_LOWER_WICK_REVERSAL_VISUAL_CANDIDATE|PRE_ANCHOR_SWEEP_EXTREME_CANDIDATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_151,CANDIDATE_WINDOW_MODE,XAUUSD,SHORT,MEDIUM,2026-03-10T08:30:00+00:00,2026-03-10T13:00:00+00:00,2026-03-10T10:00:00+00:00,M15,2026-03-10,2026-03,LONDON,ROUND_LEVEL,ROUND_LEVEL,HIGH,5180.0,True,HIGH_VOLATILITY,charts/sample_151.svg,examples/sample_151.html,REVIEWABLE_M1_M5,271,55,19,5,271,55,19,5,2026-03-10T08:30:00+00:00,2026-03-10T13:00:00+00:00,M15_SWING_HIGH_SWEEP_VISUAL_CANDIDATE|NUMBER_THEORY_LEVEL_NEAR|ROUND_LEVEL_ENTRY_METADATA_AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_152,CANDIDATE_WINDOW_MODE,XAUUSD,LONG,MEDIUM,2026-03-10T12:30:00+00:00,2026-03-10T17:00:00+00:00,2026-03-10T14:00:00+00:00,M15,2026-03-10,2026-03,NEW_YORK,SWEEP_EXTREME,SWEEP_EXTREME,LOW,5171.81,True,HIGH_VOLATILITY,charts/sample_152.svg,examples/sample_152.html,REVIEWABLE_M1_M5,271,55,19,5,271,55,19,5,2026-03-10T12:30:00+00:00,2026-03-10T17:00:00+00:00,LARGE_LOWER_WICK_REVERSAL_VISUAL_CANDIDATE|PRE_ANCHOR_SWEEP_EXTREME_CANDIDATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_153,CANDIDATE_WINDOW_MODE,XAUUSD,UNKNOWN,UNKNOWN,2026-04-08T17:45:00+00:00,2026-04-08T22:15:00+00:00,2026-04-08T19:15:00+00:00,M15,2026-04-08,2026-04,OTHER,ROUND_LEVEL,ROUND_LEVEL,HIGH,4750.0,True,HIGH_VOLATILITY,charts/sample_153.svg,examples/sample_153.html,REVIEWABLE_M1_M5,271,55,19,5,271,55,19,5,2026-04-08T17:45:00+00:00,2026-04-08T22:15:00+00:00,NUMBER_THEORY_LEVEL_NEAR|ROUND_LEVEL_ENTRY_METADATA_AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_154,CANDIDATE_WINDOW_MODE,XAUUSD,SHORT,MEDIUM,2026-04-09T04:00:00+00:00,2026-04-09T08:30:00+00:00,2026-04-09T05:30:00+00:00,M15,2026-04-09,2026-04,LONDON,SWEEP_EXTREME,SWEEP_EXTREME,LOW,4728.73,True,HIGH_VOLATILITY,charts/sample_154.svg,examples/sample_154.html,REVIEWABLE_M1_M5,271,55,19,5,271,55,19,5,2026-04-09T04:00:00+00:00,2026-04-09T08:30:00+00:00,M15_SWING_HIGH_SWEEP_VISUAL_CANDIDATE|PRE_ANCHOR_SWEEP_EXTREME_CANDIDATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_155,CANDIDATE_WINDOW_MODE,XAUUSD,UNKNOWN,UNKNOWN,2026-05-08T14:30:00+00:00,2026-05-08T19:00:00+00:00,2026-05-08T16:00:00+00:00,M15,2026-05-08,2026-05,OTHER,ROUND_LEVEL,ROUND_LEVEL,HIGH,4720.0,True,MID_VOLATILITY,charts/sample_155.svg,examples/sample_155.html,REVIEWABLE_M1_M5,271,55,19,5,271,55,19,5,2026-05-08T14:30:00+00:00,2026-05-08T19:00:00+00:00,NUMBER_THEORY_LEVEL_NEAR|ROUND_LEVEL_ENTRY_METADATA_AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_156,CANDIDATE_WINDOW_MODE,XAUUSD,LONG,HIGH,2026-05-11T00:00:00+00:00,2026-05-11T04:30:00+00:00,2026-05-11T01:30:00+00:00,M15,2026-05-11,2026-05,ASIA,SWEEP_EXTREME,SWEEP_EXTREME,LOW,4678.03,True,HIGH_VOLATILITY,charts/sample_156.svg,examples/sample_156.html,REVIEWABLE_M1_M5,211,43,15,4,211,43,15,4,2026-05-11T00:00:00+00:00,2026-05-11T04:30:00+00:00,LARGE_LOWER_WICK_REVERSAL_VISUAL_CANDIDATE|PRE_ANCHOR_SWEEP_EXTREME_CANDIDATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_157,CANDIDATE_WINDOW_MODE,XAUUSD,UNKNOWN,UNKNOWN,2026-02-11T07:45:00+00:00,2026-02-11T12:15:00+00:00,2026-02-11T09:15:00+00:00,M15,2026-02-11,2026-02,LONDON,ROUND_LEVEL,ROUND_LEVEL,HIGH,5060.0,True,HIGH_VOLATILITY,charts/sample_157.svg,examples/sample_157.html,REVIEWABLE_M1_M5,271,55,19,5,271,55,19,5,2026-02-11T07:45:00+00:00,2026-02-11T12:15:00+00:00,NUMBER_THEORY_LEVEL_NEAR|ROUND_LEVEL_ENTRY_METADATA_AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_158,CANDIDATE_WINDOW_MODE,XAUUSD,SHORT,MEDIUM,2026-02-11T03:45:00+00:00,2026-02-11T08:15:00+00:00,2026-02-11T05:15:00+00:00,M15,2026-02-11,2026-02,ASIA,SWEEP_EXTREME,SWEEP_EXTREME,LOW,5057.77,True,HIGH_VOLATILITY,charts/sample_158.svg,examples/sample_158.html,REVIEWABLE_M1_M5,271,55,19,5,271,55,19,5,2026-02-11T03:45:00+00:00,2026-02-11T08:15:00+00:00,M15_SWING_HIGH_SWEEP_VISUAL_CANDIDATE|PRE_ANCHOR_SWEEP_EXTREME_CANDIDATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_159,CANDIDATE_WINDOW_MODE,XAUUSD,UNKNOWN,UNKNOWN,2026-03-11T05:45:00+00:00,2026-03-11T10:15:00+00:00,2026-03-11T07:15:00+00:00,M15,2026-03-11,2026-03,LONDON,ROUND_LEVEL,ROUND_LEVEL,HIGH,5200.0,True,MID_VOLATILITY,charts/sample_159.svg,examples/sample_159.html,REVIEWABLE_M1_M5,271,55,19,5,271,55,19,5,2026-03-11T05:45:00+00:00,2026-03-11T10:15:00+00:00,NUMBER_THEORY_LEVEL_NEAR|ROUND_LEVEL_ENTRY_METADATA_AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_160,CANDIDATE_WINDOW_MODE,XAUUSD,SHORT,HIGH,2026-03-10T17:45:00+00:00,2026-03-10T22:15:00+00:00,2026-03-10T19:15:00+00:00,M15,2026-03-10,2026-03,OTHER,SWEEP_EXTREME,SWEEP_EXTREME,LOW,5235.58,True,HIGH_VOLATILITY,charts/sample_160.svg,examples/sample_160.html,REVIEWABLE_M1_M5,271,55,19,5,271,55,19,5,2026-03-10T17:45:00+00:00,2026-03-10T22:15:00+00:00,LARGE_LOWER_WICK_REVERSAL_VISUAL_CANDIDATE|PRE_ANCHOR_SWEEP_EXTREME_CANDIDATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_161,CANDIDATE_WINDOW_MODE,XAUUSD,SHORT,MEDIUM,2026-04-09T10:00:00+00:00,2026-04-09T14:30:00+00:00,2026-04-09T11:30:00+00:00,M15,2026-04-09,2026-04,NEW_YORK,ROUND_LEVEL,ROUND_LEVEL,HIGH,4730.0,True,HIGH_VOLATILITY,charts/sample_161.svg,examples/sample_161.html,REVIEWABLE_M1_M5,271,55,19,5,271,55,19,5,2026-04-09T10:00:00+00:00,2026-04-09T14:30:00+00:00,M15_SWING_HIGH_SWEEP_VISUAL_CANDIDATE|NUMBER_THEORY_LEVEL_NEAR|ROUND_LEVEL_ENTRY_METADATA_AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_162,CANDIDATE_WINDOW_MODE,XAUUSD,LONG,HIGH,2026-04-09T14:15:00+00:00,2026-04-09T18:45:00+00:00,2026-04-09T15:45:00+00:00,M15,2026-04-09,2026-04,NEW_YORK,SWEEP_EXTREME,SWEEP_EXTREME,LOW,4734.8,True,HIGH_VOLATILITY,charts/sample_162.svg,examples/sample_162.html,REVIEWABLE_M1_M5,271,55,19,4,271,55,19,4,2026-04-09T14:15:00+00:00,2026-04-09T18:45:00+00:00,LARGE_LOWER_WICK_REVERSAL_VISUAL_CANDIDATE|PRE_ANCHOR_SWEEP_EXTREME_CANDIDATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_163,CANDIDATE_WINDOW_MODE,XAUUSD,UNKNOWN,UNKNOWN,2026-05-11T04:45:00+00:00,2026-05-11T09:15:00+00:00,2026-05-11T06:15:00+00:00,M15,2026-05-11,2026-05,LONDON,ROUND_LEVEL,ROUND_LEVEL,HIGH,4690.0,True,HIGH_VOLATILITY,charts/sample_163.svg,examples/sample_163.html,REVIEWABLE_M1_M5,271,55,19,5,271,55,19,5,2026-05-11T04:45:00+00:00,2026-05-11T09:15:00+00:00,NUMBER_THEORY_LEVEL_NEAR|ROUND_LEVEL_ENTRY_METADATA_AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_164,CANDIDATE_WINDOW_MODE,XAUUSD,LONG,MEDIUM,2026-05-11T09:45:00+00:00,2026-05-11T14:15:00+00:00,2026-05-11T11:15:00+00:00,M15,2026-05-11,2026-05,NEW_YORK,SWEEP_EXTREME,SWEEP_EXTREME,LOW,4664.21,True,HIGH_VOLATILITY,charts/sample_164.svg,examples/sample_164.html,REVIEWABLE_M1_M5,271,55,19,5,271,55,19,5,2026-05-11T09:45:00+00:00,2026-05-11T14:15:00+00:00,LARGE_UPPER_WICK_REVERSAL_VISUAL_CANDIDATE|PRE_ANCHOR_SWEEP_EXTREME_CANDIDATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_165,CANDIDATE_WINDOW_MODE,XAUUSD,UNKNOWN,UNKNOWN,2026-02-11T15:15:00+00:00,2026-02-11T19:45:00+00:00,2026-02-11T16:45:00+00:00,M15,2026-02-11,2026-02,NEW_YORK,ROUND_LEVEL,ROUND_LEVEL,HIGH,5060.0,True,HIGH_VOLATILITY,charts/sample_165.svg,examples/sample_165.html,REVIEWABLE_M1_M5,271,55,19,4,271,55,19,4,2026-02-11T15:15:00+00:00,2026-02-11T19:45:00+00:00,NUMBER_THEORY_LEVEL_NEAR|ROUND_LEVEL_ENTRY_METADATA_AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_166,CANDIDATE_WINDOW_MODE,XAUUSD,SHORT,MEDIUM,2026-02-12T05:30:00+00:00,2026-02-12T10:00:00+00:00,2026-02-12T07:00:00+00:00,M15,2026-02-12,2026-02,LONDON,SWEEP_EXTREME,SWEEP_EXTREME,LOW,5063.83,True,HIGH_VOLATILITY,charts/sample_166.svg,examples/sample_166.html,REVIEWABLE_M1_M5,271,55,19,5,271,55,19,5,2026-02-12T05:30:00+00:00,2026-02-12T10:00:00+00:00,M15_SWING_HIGH_SWEEP_VISUAL_CANDIDATE|PRE_ANCHOR_SWEEP_EXTREME_CANDIDATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_167,CANDIDATE_WINDOW_MODE,XAUUSD,LONG,MEDIUM,2026-03-11T13:00:00+00:00,2026-03-11T17:30:00+00:00,2026-03-11T14:30:00+00:00,M15,2026-03-11,2026-03,NEW_YORK_OPEN,ROUND_LEVEL,ROUND_LEVEL,HIGH,5180.0,True,MID_VOLATILITY,charts/sample_167.svg,examples/sample_167.html,REVIEWABLE_M1_M5,271,55,19,5,271,55,19,5,2026-03-11T13:00:00+00:00,2026-03-11T17:30:00+00:00,M15_SWING_LOW_SWEEP_VISUAL_CANDIDATE|NUMBER_THEORY_LEVEL_NEAR|NEW_YORK_OPEN_CONTEXT|ROUND_LEVEL_ENTRY_METADATA_AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_168,CANDIDATE_WINDOW_MODE,XAUUSD,LONG,HIGH,2026-03-11T23:00:00+00:00,2026-03-12T03:30:00+00:00,2026-03-12T00:30:00+00:00,M15,2026-03-12,2026-03,ASIA,SWEEP_EXTREME,SWEEP_EXTREME,MEDIUM,5165.53,True,HIGH_VOLATILITY,charts/sample_168.svg,examples/sample_168.html,REVIEWABLE_M1_M5,211,43,15,4,211,43,15,4,2026-03-11T23:00:00+00:00,2026-03-12T03:30:00+00:00,M15_SWING_LOW_SWEEP_VISUAL_CANDIDATE|PRE_ANCHOR_SWEEP_EXTREME_CANDIDATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_169,CANDIDATE_WINDOW_MODE,XAUUSD,UNKNOWN,UNKNOWN,2026-04-09T20:00:00+00:00,2026-04-10T00:30:00+00:00,2026-04-09T21:30:00+00:00,M15,2026-04-09,2026-04,OTHER,ROUND_LEVEL,ROUND_LEVEL,HIGH,4770.0,True,HIGH_VOLATILITY,charts/sample_169.svg,examples/sample_169.html,REVIEWABLE_M1_M5,180,36,12,3,180,36,12,3,2026-04-09T20:00:00+00:00,2026-04-10T00:30:00+00:00,NUMBER_THEORY_LEVEL_NEAR|ROUND_LEVEL_ENTRY_METADATA_AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_170,CANDIDATE_WINDOW_MODE,XAUUSD,LONG,HIGH,2026-04-10T00:15:00+00:00,2026-04-10T04:45:00+00:00,2026-04-10T01:45:00+00:00,M15,2026-04-10,2026-04,ASIA,SWEEP_EXTREME,SWEEP_EXTREME,LOW,4759.05,True,MID_VOLATILITY,charts/sample_170.svg,examples/sample_170.html,REVIEWABLE_M1_M5,226,46,16,4,226,46,16,4,2026-04-10T00:15:00+00:00,2026-04-10T04:45:00+00:00,M15_SWING_LOW_SWEEP_VISUAL_CANDIDATE|PRE_ANCHOR_SWEEP_EXTREME_CANDIDATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_171,CANDIDATE_WINDOW_MODE,XAUUSD,UNKNOWN,UNKNOWN,2026-05-11T14:15:00+00:00,2026-05-11T18:45:00+00:00,2026-05-11T15:45:00+00:00,M15,2026-05-11,2026-05,NEW_YORK,ROUND_LEVEL,ROUND_LEVEL,HIGH,4700.0,True,HIGH_VOLATILITY,charts/sample_171.svg,examples/sample_171.html,REVIEWABLE_M1_M5,271,55,19,4,271,55,19,4,2026-05-11T14:15:00+00:00,2026-05-11T18:45:00+00:00,NUMBER_THEORY_LEVEL_NEAR|ROUND_LEVEL_ENTRY_METADATA_AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_172,CANDIDATE_WINDOW_MODE,XAUUSD,LONG,MEDIUM,2026-05-12T05:45:00+00:00,2026-05-12T10:15:00+00:00,2026-05-12T07:15:00+00:00,M15,2026-05-12,2026-05,LONDON_OPEN,SWEEP_EXTREME,SWEEP_EXTREME,LOW,4718.13,True,HIGH_VOLATILITY,charts/sample_172.svg,examples/sample_172.html,REVIEWABLE_M1_M5,271,55,19,5,271,55,19,5,2026-05-12T05:45:00+00:00,2026-05-12T10:15:00+00:00,LARGE_UPPER_WICK_REVERSAL_VISUAL_CANDIDATE|LONDON_OPEN_CONTEXT|PRE_ANCHOR_SWEEP_EXTREME_CANDIDATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_173,CANDIDATE_WINDOW_MODE,XAUUSD,UNKNOWN,UNKNOWN,2026-02-12T14:45:00+00:00,2026-02-12T19:15:00+00:00,2026-02-12T16:15:00+00:00,M15,2026-02-12,2026-02,NEW_YORK,ROUND_LEVEL,ROUND_LEVEL,HIGH,5060.0,True,HIGH_VOLATILITY,charts/sample_173.svg,examples/sample_173.html,REVIEWABLE_M1_M5,271,55,19,5,271,55,19,5,2026-02-12T14:45:00+00:00,2026-02-12T19:15:00+00:00,NUMBER_THEORY_LEVEL_NEAR|ROUND_LEVEL_ENTRY_METADATA_AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_174,CANDIDATE_WINDOW_MODE,XAUUSD,SHORT,MEDIUM,2026-02-12T09:45:00+00:00,2026-02-12T14:15:00+00:00,2026-02-12T11:15:00+00:00,M15,2026-02-12,2026-02,LONDON,SWEEP_EXTREME,SWEEP_EXTREME,LOW,5076.05,True,HIGH_VOLATILITY,charts/sample_174.svg,examples/sample_174.html,REVIEWABLE_M1_M5,271,55,19,5,271,55,19,5,2026-02-12T09:45:00+00:00,2026-02-12T14:15:00+00:00,LARGE_UPPER_WICK_REVERSAL_VISUAL_CANDIDATE|PRE_ANCHOR_SWEEP_EXTREME_CANDIDATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_175,CANDIDATE_WINDOW_MODE,XAUUSD,UNKNOWN,UNKNOWN,2026-03-11T18:15:00+00:00,2026-03-11T22:45:00+00:00,2026-03-11T19:45:00+00:00,M15,2026-03-11,2026-03,OTHER,ROUND_LEVEL,ROUND_LEVEL,HIGH,5170.0,True,MID_VOLATILITY,charts/sample_175.svg,examples/sample_175.html,REVIEWABLE_M1_M5,271,55,19,4,271,55,19,4,2026-03-11T18:15:00+00:00,2026-03-11T22:45:00+00:00,NUMBER_THEORY_LEVEL_NEAR|ROUND_LEVEL_ENTRY_METADATA_AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_176,CANDIDATE_WINDOW_MODE,XAUUSD,LONG,HIGH,2026-03-12T03:45:00+00:00,2026-03-12T08:15:00+00:00,2026-03-12T05:15:00+00:00,M15,2026-03-12,2026-03,ASIA,SWEEP_EXTREME,SWEEP_EXTREME,LOW,5145.76,True,HIGH_VOLATILITY,charts/sample_176.svg,examples/sample_176.html,REVIEWABLE_M1_M5,271,55,19,5,271,55,19,5,2026-03-12T03:45:00+00:00,2026-03-12T08:15:00+00:00,LARGE_LOWER_WICK_REVERSAL_VISUAL_CANDIDATE|PRE_ANCHOR_SWEEP_EXTREME_CANDIDATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_177,CANDIDATE_WINDOW_MODE,XAUUSD,UNKNOWN,UNKNOWN,2026-04-10T04:30:00+00:00,2026-04-10T09:00:00+00:00,2026-04-10T06:00:00+00:00,M15,2026-04-10,2026-04,LONDON,ROUND_LEVEL,ROUND_LEVEL,HIGH,4760.0,True,MID_VOLATILITY,charts/sample_177.svg,examples/sample_177.html,REVIEWABLE_M1_M5,271,55,19,5,271,55,19,5,2026-04-10T04:30:00+00:00,2026-04-10T09:00:00+00:00,NUMBER_THEORY_LEVEL_NEAR|ROUND_LEVEL_ENTRY_METADATA_AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_178,CANDIDATE_WINDOW_MODE,XAUUSD,SHORT,MEDIUM,2026-04-10T09:45:00+00:00,2026-04-10T14:15:00+00:00,2026-04-10T11:15:00+00:00,M15,2026-04-10,2026-04,NEW_YORK,SWEEP_EXTREME,SWEEP_EXTREME,LOW,4757.61,True,MID_VOLATILITY,charts/sample_178.svg,examples/sample_178.html,REVIEWABLE_M1_M5,271,55,19,5,271,55,19,5,2026-04-10T09:45:00+00:00,2026-04-10T14:15:00+00:00,LARGE_LOWER_WICK_REVERSAL_VISUAL_CANDIDATE|PRE_ANCHOR_SWEEP_EXTREME_CANDIDATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_179,CANDIDATE_WINDOW_MODE,XAUUSD,UNKNOWN,UNKNOWN,2026-05-12T10:00:00+00:00,2026-05-12T14:30:00+00:00,2026-05-12T11:30:00+00:00,M15,2026-05-12,2026-05,NEW_YORK,ROUND_LEVEL,ROUND_LEVEL,HIGH,4700.0,True,HIGH_VOLATILITY,charts/sample_179.svg,examples/sample_179.html,REVIEWABLE_M1_M5,271,55,19,5,271,55,19,5,2026-05-12T10:00:00+00:00,2026-05-12T14:30:00+00:00,NUMBER_THEORY_LEVEL_NEAR|ROUND_LEVEL_ENTRY_METADATA_AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_180,CANDIDATE_WINDOW_MODE,XAUUSD,LONG,HIGH,2026-05-12T14:15:00+00:00,2026-05-12T18:45:00+00:00,2026-05-12T15:45:00+00:00,M15,2026-05-12,2026-05,NEW_YORK,SWEEP_EXTREME,SWEEP_EXTREME,LOW,4689.61,True,HIGH_VOLATILITY,charts/sample_180.svg,examples/sample_180.html,REVIEWABLE_M1_M5,271,55,19,4,271,55,19,4,2026-05-12T14:15:00+00:00,2026-05-12T18:45:00+00:00,M15_SWING_HIGH_SWEEP_VISUAL_CANDIDATE|PRE_ANCHOR_SWEEP_EXTREME_CANDIDATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_181,CANDIDATE_WINDOW_MODE,XAUUSD,UNKNOWN,UNKNOWN,2026-02-12T19:00:00+00:00,2026-02-12T23:30:00+00:00,2026-02-12T20:30:00+00:00,M15,2026-02-12,2026-02,OTHER,ROUND_LEVEL,ROUND_LEVEL,HIGH,4940.0,True,HIGH_VOLATILITY,charts/sample_181.svg,examples/sample_181.html,REVIEWABLE_M1_M5,271,55,19,5,271,55,19,5,2026-02-12T19:00:00+00:00,2026-02-12T23:30:00+00:00,NUMBER_THEORY_LEVEL_NEAR|ROUND_LEVEL_ENTRY_METADATA_AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_182,CANDIDATE_WINDOW_MODE,XAUUSD,SHORT,MEDIUM,2026-02-13T04:00:00+00:00,2026-02-13T08:30:00+00:00,2026-02-13T05:30:00+00:00,M15,2026-02-13,2026-02,ASIA,SWEEP_EXTREME,SWEEP_EXTREME,LOW,4991.43,True,HIGH_VOLATILITY,charts/sample_182.svg,examples/sample_182.html,REVIEWABLE_M1_M5,271,55,19,5,271,55,19,5,2026-02-13T04:00:00+00:00,2026-02-13T08:30:00+00:00,LARGE_UPPER_WICK_REVERSAL_VISUAL_CANDIDATE|PRE_ANCHOR_SWEEP_EXTREME_CANDIDATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
